SUMMARY,DATE,AGENT,server_name,day_of_week,hour_of_day,AGENT_encoded,DATE_numeric,svm_results
Current memory usage percentage is 50%,2023-01-10 13:13:00,Application,Application_server_411,1,13,0,1673356380000000000,1
Service: syslog-ng Agent is running,2023-01-10 13:17:57,ms_win,ms_win_server_15,1,13,3,1673356677000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-10 13:22:42,websphere,websphere_server_2,1,13,4,1673356962000000000,1
Process : nbsvcmon is running successfully,2023-01-10 13:27:26,Application,Application_server_522,1,13,0,1673357246000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-10 13:32:39,Application,Application_server_71,1,13,0,1673357559000000000,1
Service: Domain Time Client is running,2023-01-10 13:37:59,ms_win,ms_win_server_33,1,13,3,1673357879000000000,1
*CP01*nodeagent is missing,2023-01-10 13:42:55,websphere,websphere_server_51,1,13,4,1673358175000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-10 13:47:50,dell-idrac,dell-idrac_server_38,1,13,1,1673358470000000000,-1
Process : TaskRoutingService is not running,2023-01-10 13:52:46,Application,Application_server_64,1,13,0,1673358766000000000,1
Service: masvc is running,2023-01-10 13:58:25,ms_win,ms_win_server_58,1,13,3,1673359105000000000,1
*CP01*nodeagent is missing,2023-01-10 14:03:08,websphere,websphere_server_6,1,14,4,1673359388000000000,1
splunkd is running successfully,2023-01-10 14:08:04,Application,Application_server_52,1,14,0,1673359684000000000,1
Process : nbsvcmon is running successfully,2023-01-10 14:13:11,Application,Application_server_285,1,14,0,1673359991000000000,1
Total CPU Utilization = 65%,2023-01-10 14:18:02,Application,Application_server_81,1,14,0,1673360282000000000,1
Filesystem:  / is 80 full,2023-01-10 14:23:05,linux_ix86,linux_ix86_server_161,1,14,2,1673360585000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-10 14:28:08,Application,Application_server_82,1,14,0,1673360888000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-10 14:33:38,websphere,websphere_server_32,1,14,4,1673361218000000000,1
Process : TaskRoutingService is running successfully,2023-01-10 14:38:28,Application,Application_server_474,1,14,0,1673361508000000000,1
Process : java is running successfully,2023-01-10 14:43:09,Application,Application_server_24,1,14,0,1673361789000000000,1
Process : P84xConnectorService is running successfully,2023-01-10 14:48:00,Application,Application_server_61,1,14,0,1673362080000000000,1
Service: enstart64 is running,2023-01-10 14:53:03,ms_win,ms_win_server_85,1,14,3,1673362383000000000,1
Process : TaskRoutingService is running successfully,2023-01-10 14:57:59,Application,Application_server_226,1,14,0,1673362679000000000,-1
*CP01*nodeagent is missing,2023-01-10 15:02:56,websphere,websphere_server_14,1,15,4,1673362976000000000,1
splunkd is running successfully,2023-01-10 15:07:54,Application,Application_server_152,1,15,0,1673363274000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-10 15:12:56,websphere,websphere_server_33,1,15,4,1673363576000000000,1
splunkd is running successfully,2023-01-10 15:17:53,Application,Application_server_391,1,15,0,1673363873000000000,1
Process : java is running successfully,2023-01-10 15:22:50,Application,Application_server_107,1,15,0,1673364170000000000,1
CHRONY : process is running successfully,2023-01-10 15:27:37,linux_ix86,linux_ix86_server_150,1,15,2,1673364457000000000,1
Current memory usage percentage is 40%,2023-01-10 15:32:11,Application,Application_server_440,1,15,0,1673364731000000000,1
Current memory usage percentage is 70%,2023-01-10 15:37:13,Application,Application_server_370,1,15,0,1673365033000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-10 15:42:59,Application,Application_server_380,1,15,0,1673365379000000000,1
Process : nbsvcmon is running successfully,2023-01-10 15:48:06,Application,Application_server_427,1,15,0,1673365686000000000,1
Process : java is running successfully,2023-01-10 15:52:47,Application,Application_server_84,1,15,0,1673365967000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-10 15:57:43,linux_ix86,linux_ix86_server_32,1,15,2,1673366263000000000,-1
Service: syslog-ng Agent is running,2023-01-10 16:02:34,ms_win,ms_win_server_3,1,16,3,1673366554000000000,1
CHRONY : process is running successfully,2023-01-10 16:07:15,linux_ix86,linux_ix86_server_87,1,16,2,1673366835000000000,1
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-10 16:12:14,dell-idrac,dell-idrac_server_49,1,16,1,1673367134000000000,1
Process : java is running successfully,2023-01-10 16:17:31,Application,Application_server_231,1,16,0,1673367451000000000,1
Process : nbsl is running successfully,2023-01-10 16:22:35,Application,Application_server_55,1,16,0,1673367755000000000,1
Process : TaskRoutingService is running successfully,2023-01-10 16:27:24,Application,Application_server_33,1,16,0,1673368044000000000,-1
Process : TaskRoutingService is running successfully,2023-01-10 16:32:14,Application,Application_server_115,1,16,0,1673368334000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-10 16:36:38,dell-idrac,dell-idrac_server_4,1,16,1,1673368598000000000,1
Process : nbrmms is running successfully,2023-01-10 16:41:46,Application,Application_server_134,1,16,0,1673368906000000000,1
Total CPU Utilization = 55%,2023-01-10 16:46:32,Application,Application_server_375,1,16,0,1673369192000000000,1
*CP01*nodeagent is missing,2023-01-10 16:51:29,websphere,websphere_server_34,1,16,4,1673369489000000000,1
system: Processor Queue Length is 0,2023-01-10 16:56:09,ms_win,ms_win_server_100,1,16,3,1673369769000000000,1
Service: Domain Time Client is running,2023-01-10 17:00:56,ms_win,ms_win_server_9,1,17,3,1673370056000000000,1
Total CPU Utilization = 100%,2023-01-10 17:05:31,Application,Application_server_290,1,17,0,1673370331000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is Stopped,2023-01-10 17:10:35,Application,Application_server_153,1,17,0,1673370635000000000,1
Process : P84xConnectorService is running successfully,2023-01-10 17:15:55,Application,Application_server_397,1,17,0,1673370955000000000,1
Current memory usage percentage is 40%,2023-01-10 17:20:25,Application,Application_server_116,1,17,0,1673371225000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-10 17:25:50,Application,Application_server_262,1,17,0,1673371550000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-10 17:30:33,linux_ix86,linux_ix86_server_10,1,17,2,1673371833000000000,1
Process : P84xConnectorService is running successfully,2023-01-10 17:35:30,Application,Application_server_389,1,17,0,1673372130000000000,1
system: Processor Queue Length is 0,2023-01-10 17:40:20,ms_win,ms_win_server_81,1,17,3,1673372420000000000,1
system: Processor Queue Length is 0,2023-01-10 17:45:24,ms_win,ms_win_server_69,1,17,3,1673372724000000000,1
Service: masvc is running,2023-01-10 17:49:52,ms_win,ms_win_server_64,1,17,3,1673372992000000000,1
Current memory usage percentage is 50%,2023-01-10 17:54:52,Application,Application_server_379,1,17,0,1673373292000000000,1
Process : P84xConnectorService is not running,2023-01-10 18:00:23,Application,Application_server_64,1,18,0,1673373623000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-10 18:05:05,websphere,websphere_server_12,1,18,4,1673373905000000000,1
Process : P84xConnectorService is running successfully,2023-01-10 18:09:50,Application,Application_server_460,1,18,0,1673374190000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-10 18:14:46,linux_ix86,linux_ix86_server_37,1,18,2,1673374486000000000,1
Process : nbsl is running successfully,2023-01-10 18:20:03,Application,Application_server_196,1,18,0,1673374803000000000,1
Process : TaskRoutingService is running successfully,2023-01-10 18:24:40,Application,Application_server_47,1,18,0,1673375080000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-10 18:30:09,linux_ix86,linux_ix86_server_7,1,18,2,1673375409000000000,1
*CP01*nodeagent is missing,2023-01-10 18:35:11,websphere,websphere_server_25,1,18,4,1673375711000000000,1
[MAN] The PERC1 battery is high.,2023-01-10 18:40:29,dell-idrac,dell-idrac_server_1,1,18,1,1673376029000000000,1
Process : P84xConnectorService is running successfully,2023-01-10 18:46:13,Application,Application_server_437,1,18,0,1673376373000000000,1
system: Processor Queue Length is 34. Total Processor Time  is 99 percent,2023-01-10 18:50:52,ms_win,ms_win_server_23,1,18,3,1673376652000000000,1
Service: Domain Time Client is Stopped,2023-01-10 18:56:06,ms_win,ms_win_server_30,1,18,3,1673376966000000000,1
Service: masvc is running,2023-01-10 19:01:09,ms_win,ms_win_server_28,1,19,3,1673377269000000000,1
Process : TaskRoutingService is running successfully,2023-01-10 19:06:18,Application,Application_server_309,1,19,0,1673377578000000000,1
[MAN] The PERC1 battery is high.,2023-01-10 19:11:01,dell-idrac,dell-idrac_server_20,1,19,1,1673377861000000000,1
Filesystem:  / is 85 full,2023-01-10 19:16:08,linux_ix86,linux_ix86_server_23,1,19,2,1673378168000000000,1
Process : nbsl is running successfully,2023-01-10 19:21:32,Application,Application_server_339,1,19,0,1673378492000000000,1
system: Processor Queue Length is 34. Total Processor Time  is 99 percent,2023-01-10 19:26:07,ms_win,ms_win_server_17,1,19,3,1673378767000000000,1
Process : TaskRoutingService is running successfully,2023-01-10 19:30:55,Application,Application_server_285,1,19,0,1673379055000000000,1
Filesystem:  / is 70 full,2023-01-10 19:35:25,linux_ix86,linux_ix86_server_72,1,19,2,1673379325000000000,1
CHRONY : process is running successfully,2023-01-10 19:40:18,linux_ix86,linux_ix86_server_158,1,19,2,1673379618000000000,1
splunkd is running successfully,2023-01-10 19:45:01,Application,Application_server_297,1,19,0,1673379901000000000,1
Process : nbsvcmon is running successfully,2023-01-10 19:49:57,Application,Application_server_240,1,19,0,1673380197000000000,1
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-10 19:54:58,linux_ix86,linux_ix86_server_95,1,19,2,1673380498000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-10 20:00:05,websphere,websphere_server_26,1,20,4,1673380805000000000,1
Process : java is running successfully,2023-01-10 20:04:52,Application,Application_server_384,1,20,0,1673381092000000000,1
Total CPU Utilization = 60%,2023-01-10 20:09:36,Application,Application_server_279,1,20,0,1673381376000000000,1
Service: masvc is running,2023-01-10 20:14:37,ms_win,ms_win_server_32,1,20,3,1673381677000000000,1
Process : java is running successfully,2023-01-10 20:19:36,Application,Application_server_430,1,20,0,1673381976000000000,1
Total CPU Utilization = 60%,2023-01-10 20:24:18,Application,Application_server_8,1,20,0,1673382258000000000,1
[MAN] The PERC1 battery is high.,2023-01-10 20:29:01,dell-idrac,dell-idrac_server_31,1,20,1,1673382541000000000,1
system: Processor Queue Length is 0,2023-01-10 20:34:06,ms_win,ms_win_server_20,1,20,3,1673382846000000000,1
Total CPU Utilization = 55%,2023-01-10 20:38:58,Application,Application_server_143,1,20,0,1673383138000000000,1
*CP01*nodeagent is missing,2023-01-10 20:43:52,websphere,websphere_server_37,1,20,4,1673383432000000000,1
system: Processor Queue Length is 0,2023-01-10 20:49:10,ms_win,ms_win_server_9,1,20,3,1673383750000000000,1
Process : nbsl is running successfully,2023-01-10 20:53:59,Application,Application_server_386,1,20,0,1673384039000000000,1
Process : java is running successfully,2023-01-10 20:59:16,Application,Application_server_292,1,20,0,1673384356000000000,1
Process : TaskRoutingService is running successfully,2023-01-10 21:03:56,Application,Application_server_95,1,21,0,1673384636000000000,1
Process : nbrmms is running successfully,2023-01-10 21:08:41,Application,Application_server_33,1,21,0,1673384921000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is Stopped,2023-01-10 21:14:13,Application,Application_server_464,1,21,0,1673385253000000000,1
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-10 21:18:55,linux_ix86,linux_ix86_server_154,1,21,2,1673385535000000000,1
Total CPU Utilization = 50%,2023-01-10 21:24:07,Application,Application_server_423,1,21,0,1673385847000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-10 21:28:44,websphere,websphere_server_34,1,21,4,1673386124000000000,1
Process : P84xConnectorService is running successfully,2023-01-10 21:33:47,Application,Application_server_433,1,21,0,1673386427000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-10 21:38:43,linux_ix86,linux_ix86_server_99,1,21,2,1673386723000000000,1
Filesystem:  / is 99 full,2023-01-10 21:44:02,linux_ix86,linux_ix86_server_109,1,21,2,1673387042000000000,1
[MAN] The PERC1 battery is high.,2023-01-10 21:49:12,dell-idrac,dell-idrac_server_32,1,21,1,1673387352000000000,1
Current memory usage percentage is 60%,2023-01-10 21:54:07,Application,Application_server_214,1,21,0,1673387647000000000,1
Current memory usage percentage is 50%,2023-01-10 21:59:05,Application,Application_server_422,1,21,0,1673387945000000000,1
Total CPU Utilization = 90%,2023-01-10 22:03:51,Application,Application_server_269,1,22,0,1673388231000000000,-1
Process : P84xConnectorService is running successfully,2023-01-10 22:09:27,Application,Application_server_345,1,22,0,1673388567000000000,1
Process : TaskRoutingService is running successfully,2023-01-10 22:14:35,Application,Application_server_272,1,22,0,1673388875000000000,1
Current memory usage percentage is 80%,2023-01-10 22:19:25,Application,Application_server_369,1,22,0,1673389165000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-10 22:24:37,websphere,websphere_server_1,1,22,4,1673389477000000000,1
Process : nbsl is running successfully,2023-01-10 22:29:33,Application,Application_server_109,1,22,0,1673389773000000000,1
Process : P84xConnectorService is running successfully,2023-01-10 22:34:47,Application,Application_server_396,1,22,0,1673390087000000000,1
CHRONY : process is running successfully,2023-01-10 22:39:59,linux_ix86,linux_ix86_server_155,1,22,2,1673390399000000000,1
Process : P84xConnectorService is running successfully,2023-01-10 22:44:54,Application,Application_server_93,1,22,0,1673390694000000000,1
Current memory usage percentage is 60%,2023-01-10 22:49:36,Application,Application_server_391,1,22,0,1673390976000000000,1
Filesystem:  / is 70 full,2023-01-10 22:54:18,linux_ix86,linux_ix86_server_11,1,22,2,1673391258000000000,1
Service: Domain Time Client is running,2023-01-10 22:59:33,ms_win,ms_win_server_26,1,22,3,1673391573000000000,1
Process : java is running successfully,2023-01-10 23:04:18,Application,Application_server_287,1,23,0,1673391858000000000,-1
